2.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000000e+00,7.400000000000000355e+00,1.000000000000000000e+00
2.000000000000000000e+00,9.500000000000000000e+00,1.000000000000000000e+00
2.100000000000000089e+00,7.200000000000000178e+00,1.000000000000000000e+00
2.100000000000000089e+00,7.299999999999999822e+00,1.000000000000000000e+00
2.100000000000000089e+00,7.599999999999999645e+00,1.000000000000000000e+00
2.100000000000000089e+00,8.099999999999999645e+00,1.000000000000000000e+00
2.100000000000000089e+00,8.199999999999999289e+00,1.000000000000000000e+00
2.100000000000000089e+00,8.300000000000000711e+00,1.000000000000000000e+00
2.100000000000000089e+00,8.500000000000000000e+00,1.000000000000000000e+00
2.100000000000000089e+00,8.699999999999999289e+00,1.000000000000000000e+00
2.100000000000000089e+00,9.800000000000000711e+00,1.000000000000000000e+00
2.200000000000000178e+00,7.099999999999999645e+00,1.000000000000000000e+00
2.200000000000000178e+00,8.699999999999999289e+00,1.000000000000000000e+00
2.200000000000000178e+00,9.099999999999999645e+00,1.000000000000000000e+00
2.200000000000000178e+00,9.699999999999999289e+00,1.000000000000000000e+00
2.200000000000000178e+00,1.090000000000000036e+01,1.000000000000000000e+00
2.200000000000000178e+00,1.100000000000000000e+01,1.000000000000000000e+00
2.299999999999999822e+00,7.299999999999999822e+00,1.000000000000000000e+00
2.299999999999999822e+00,7.900000000000000355e+00,1.000000000000000000e+00
2.299999999999999822e+00,8.400000000000000355e+00,1.000000000000000000e+00
2.299999999999999822e+00,9.000000000000000000e+00,1.000000000000000000e+00
2.299999999999999822e+00,9.000000000000000000e+00,1.000000000000000000e+00
2.299999999999999822e+00,9.500000000000000000e+00,1.000000000000000000e+00
2.299999999999999822e+00,9.599999999999999645e+00,1.000000000000000000e+00
2.299999999999999822e+00,9.699999999999999289e+00,1.000000000000000000e+00
2.299999999999999822e+00,1.009999999999999964e+01,1.000000000000000000e+00
2.299999999999999822e+00,1.009999999999999964e+01,1.000000000000000000e+00
2.299999999999999822e+00,1.059999999999999964e+01,1.000000000000000000e+00
2.299999999999999822e+00,1.119999999999999929e+01,1.000000000000000000e+00
2.399999999999999911e+00,6.299999999999999822e+00,1.000000000000000000e+00
2.399999999999999911e+00,8.699999999999999289e+00,1.000000000000000000e+00
2.399999999999999911e+00,8.800000000000000711e+00,1.000000000000000000e+00
2.399999999999999911e+00,1.019999999999999929e+01,1.000000000000000000e+00
2.500000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
2.500000000000000000e+00,1.090000000000000036e+01,1.000000000000000000e+00
2.600000000000000089e+00,8.699999999999999289e+00,1.000000000000000000e+00
2.600000000000000089e+00,1.009999999999999964e+01,1.000000000000000000e+00
2.600000000000000089e+00,1.009999999999999964e+01,1.000000000000000000e+00
2.700000000000000178e+00,8.500000000000000000e+00,1.000000000000000000e+00
2.700000000000000178e+00,1.019999999999999929e+01,1.000000000000000000e+00
2.700000000000000178e+00,1.080000000000000071e+01,1.000000000000000000e+00
2.899999999999999911e+00,9.900000000000000355e+00,1.000000000000000000e+00
2.899999999999999911e+00,1.009999999999999964e+01,1.000000000000000000e+00
2.899999999999999911e+00,1.009999999999999964e+01,1.000000000000000000e+00
3.000000000000000000e+00,1.059999999999999964e+01,1.000000000000000000e+00
3.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00
2.000000000000000000e+00,6.500000000000000000e+00,-1.000000000000000000e+00
2.000000000000000000e+00,6.500000000000000000e+00,-1.000000000000000000e+00
2.100000000000000089e+00,1.009999999999999964e+01,-1.000000000000000000e+00
2.200000000000000178e+00,7.200000000000000178e+00,-1.000000000000000000e+00
2.200000000000000178e+00,7.599999999999999645e+00,-1.000000000000000000e+00
2.200000000000000178e+00,7.900000000000000355e+00,-1.000000000000000000e+00
2.200000000000000178e+00,8.500000000000000000e+00,-1.000000000000000000e+00
2.200000000000000178e+00,9.099999999999999645e+00,-1.000000000000000000e+00
2.200000000000000178e+00,9.599999999999999645e+00,-1.000000000000000000e+00
2.200000000000000178e+00,9.599999999999999645e+00,-1.000000000000000000e+00
2.200000000000000178e+00,1.069999999999999929e+01,-1.000000000000000000e+00
2.299999999999999822e+00,9.599999999999999645e+00,-1.000000000000000000e+00
2.399999999999999911e+00,7.299999999999999822e+00,-1.000000000000000000e+00
2.399999999999999911e+00,7.900000000000000355e+00,-1.000000000000000000e+00
2.399999999999999911e+00,7.900000000000000355e+00,-1.000000000000000000e+00
2.399999999999999911e+00,9.099999999999999645e+00,-1.000000000000000000e+00
2.399999999999999911e+00,9.300000000000000711e+00,-1.000000000000000000e+00
2.500000000000000000e+00,7.900000000000000355e+00,-1.000000000000000000e+00
2.500000000000000000e+00,8.599999999999999645e+00,-1.000000000000000000e+00
2.500000000000000000e+00,8.800000000000000711e+00,-1.000000000000000000e+00
2.500000000000000000e+00,8.800000000000000711e+00,-1.000000000000000000e+00
2.500000000000000000e+00,9.300000000000000711e+00,-1.000000000000000000e+00
2.500000000000000000e+00,1.100000000000000000e+01,-1.000000000000000000e+00
2.500000000000000000e+00,1.269999999999999929e+01,-1.000000000000000000e+00
2.500000000000000000e+00,1.269999999999999929e+01,-1.000000000000000000e+00
2.600000000000000089e+00,7.700000000000000178e+00,-1.000000000000000000e+00
2.600000000000000089e+00,8.300000000000000711e+00,-1.000000000000000000e+00
2.600000000000000089e+00,9.400000000000000355e+00,-1.000000000000000000e+00
